provision_id,van_ban,doc_code,chuong,dieu,tieu_de_dieu,khoan,diem,noi_dung,hieu_luc,ngay_hieu_luc,ngay_het_hieu_luc,thay_the_boi,thay_the_cho,van_ban_sua_doi,ghi_chu
69_2020_QH14__D48__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,48,"Quyền, nghĩa vụ của người lao động đi đào tạo, nâng cao",3,,"Điều 48. Quyền, nghĩa vụ của người lao động đi đào tạo, nâng cao
3. Được bồi thường thiệt hại trong trường hợp doanh nghiệp đưa người
lao động đi đào tạo, nâng cao trình độ, kỹ năng nghề ở nước ngoài vi phạm
hợp đồng đào tạo nghề ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D48__K4,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,48,"Quyền, nghĩa vụ của người lao động đi đào tạo, nâng cao",4,,"Điều 48. Quyền, nghĩa vụ của người lao động đi đào tạo, nâng cao
4. Được doanh nghiệp tiếp nhận lại và bố trí việc làm phù hợp sau khi
về nước.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D49__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,49,"Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa",1,,"Điều 49. Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa
1. Các quyền, nghĩa vụ quy định tại Điều 6 và khoản 5 Điều 46 của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D49__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,49,"Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa",2,,"Điều 49. Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa
2. Ký kết hợp đồng đưa người lao động Việt Nam đi làm việc ở nước
ngoài với đơn vị sự nghiệp.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D49__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,49,"Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa",3,,"Điều 49. Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa
3. Thỏa thuận với đơn vị sự nghiệp về biện pháp ký quỹ, bảo lãnh để bảo
đảm thực hiện hợp đồng theo quy định của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D49__K4,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,49,"Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa",4,,"Điều 49. Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa
4. Được bồi thường thiệt hại trong trường hợp đơn vị sự nghiệp vi phạm
hợp đồng đưa người lao động Việt Nam đi làm việc ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D49__K5,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,49,"Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa",5,,"Điều 49. Quyền, nghĩa vụ của người lao động do đơn vị sự nghiệp đưa
5. Thanh lý hợp đồng đưa người lao động Việt Nam đi làm việc ở nước ngoài
với đơn vị sự nghiệp trong thời hạn 180 ngày kể từ ngày chấm dứt hợp đồng lao động.
Mục 2
THEO HỢP ĐỒNG LAO ĐỘNG TRỰC TIẾP GIAO KẾT",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D50__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,50,Điều kiện của người lao động Việt Nam đi làm việc ở nước,1,,"Điều 50. Điều kiện của người lao động Việt Nam đi làm việc ở nước
1. Các điều kiện quy định tại các khoản 1, 2, 3, 4 và 6 Điều 44 của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D50__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,50,Điều kiện của người lao động Việt Nam đi làm việc ở nước,2,,"Điều 50. Điều kiện của người lao động Việt Nam đi làm việc ở nước
2. Có hợp đồng lao động theo quy định tại Điều 52 của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D50__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,50,Điều kiện của người lao động Việt Nam đi làm việc ở nước,3,,"Điều 50. Điều kiện của người lao động Việt Nam đi làm việc ở nước
3. Có văn bản xác nhận việc đăng ký hợp đồng lao động của cơ quan
chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh nơi người lao động
thường trú.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D51__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,51,"Quyền, nghĩa vụ của người lao động Việt Nam đi làm việc ở",1,"a, b, c, d","Điều 51. Quyền, nghĩa vụ của người lao động Việt Nam đi làm việc ở
1. Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng lao
động trực tiếp giao kết có các quyền sau đây:
a) Được cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh,
cơ quan đại diện Việt Nam ở nước ngoài cung cấp thông tin chính sách, pháp luật
về người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng;

b) Được cơ quan đại diện Việt Nam ở nước ngoài bảo vệ quyền và lợi ích
hợp pháp phù hợp với pháp luật Việt Nam, pháp luật của nước mà người lao động
đến làm việc, pháp luật và thông lệ quốc tế trong thời gian làm việc ở nước ngoài;
được tư vấn, hỗ trợ để thực hiện quyền, nghĩa vụ và hưởng lợi ích trong hợp đồng
c) Hưởng quyền lợi từ Quỹ Hỗ trợ việc làm ngoài nước, quyền lợi khác
theo quy định của Luật này và pháp luật có liên quan;
d) Được chuyển về nước tiền lương, tiền công, thu nhập, tài sản hợp pháp
khác của cá nhân theo quy định của pháp luật Việt Nam và pháp luật của nước
mà người lao động đến làm việc.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D51__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,51,"Quyền, nghĩa vụ của người lao động Việt Nam đi làm việc ở",2,"a, b, c, d, đ, e","Điều 51. Quyền, nghĩa vụ của người lao động Việt Nam đi làm việc ở
2. Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng lao
động trực tiếp giao kết có các nghĩa vụ sau đây:
a) Đăng ký hợp đồng lao động;
b) Thực hiện các nội dung trong hợp đồng lao động và nội quy nơi làm việc;
c) Tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo
quy định của pháp luật Việt Nam và các hình thức bảo hiểm theo quy định
pháp luật của nước mà người lao động đến làm việc;
d) Nộp thuế thu nhập theo quy định của pháp luật Việt Nam và pháp luật
của nước mà người lao động đến làm việc;
đ) Đóng góp vào Quỹ Hỗ trợ việc làm ngoài nước theo quy định của Luật này;
e) Đăng ký công dân tại cơ quan đại diện Việt Nam tại nước mà người
lao động đến làm việc.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D52__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,52,Hợp đồng lao động trực tiếp giao kết,1,,"Điều 52. Hợp đồng lao động trực tiếp giao kết
1. Hợp đồng lao động trực tiếp giao kết là văn bản thỏa thuận giữa người
lao động Việt Nam với người sử dụng lao động ở nước ngoài về việc làm có
trả công, tiền lương, điều kiện lao động, quyền, nghĩa vụ của mỗi bên trong
quan hệ lao động.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D52__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,52,Hợp đồng lao động trực tiếp giao kết,2,"a, b, c, d, đ, e, g, h, i, k","Điều 52. Hợp đồng lao động trực tiếp giao kết
2. Nội dung chính của hợp đồng lao động trực tiếp giao kết phải phù hợp
với quy định của pháp luật Việt Nam, pháp luật của nước mà người lao động
đến làm việc, bao gồm:
a) Ngành, nghề, công việc phải làm;
b) Thời hạn của hợp đồng;
c) Địa điểm làm việc;
d) Thời giờ làm việc, thời giờ nghỉ ngơi, làm thêm giờ;
đ) Tiền lương, tiền công;
e) Điều kiện ăn, ở, sinh hoạt, đi lại;
g) Chế độ khám bệnh, chữa bệnh;

h) Chế độ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm tai nạn lao động,
bệnh nghề nghiệp, chế độ khác (nếu có);
i) Trách nhiệm của người sử dụng lao động ở nước ngoài trong trường hợp
xảy ra tai nạn lao động, rủi ro liên quan đến người lao động trong thời gian
làm việc ở nước ngoài;
k) Cơ chế, thủ tục và pháp luật áp dụng để giải quyết tranh chấp.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D53__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,53,Đăng ký hợp đồng lao động,1,"a, b, c, d","Điều 53. Đăng ký hợp đồng lao động
1. Hồ sơ đăng ký hợp đồng lao động bao gồm:
a) Văn bản đăng ký theo mẫu do Bộ trưởng Bộ Lao động - Thương binh
và Xã hội quy định;
b) Bản sao hợp đồng lao động kèm theo bản dịch tiếng Việt được chứng thực;
c) Bản sao Giấy chứng minh nhân dân, thẻ Căn cước công dân hoặc Hộ chiếu
của người lao động;
d) Sơ yếu lý lịch có xác nhận của Ủy ban nhân dân cấp xã nơi người lao động
thường trú hoặc cơ quan, tổ chức, đơn vị quản lý người lao động.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D53__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,53,Đăng ký hợp đồng lao động,2,,"Điều 53. Đăng ký hợp đồng lao động
2. Trong thời hạn 05 ngày làm việc kể từ ngày nhận đủ hồ sơ hợp lệ, cơ quan
chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh xác nhận bằng văn bản
việc đăng ký hợp đồng lao động cho người lao động; trường hợp không xác nhận
phải nêu rõ lý do.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D54__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,54,Giao kết hợp đồng lao động sau khi xuất cảnh,1,,"Điều 54. Giao kết hợp đồng lao động sau khi xuất cảnh
1. Công dân Việt Nam giao kết hợp đồng lao động hợp pháp sau khi xuất cảnh
được hưởng quyền quy định tại các điểm a, b, d, e, h và i khoản 1 Điều 6 của
Luật này nếu đăng ký trực tuyến hợp đồng lao động với cơ quan nhà nước có
thẩm quyền của Việt Nam và thực hiện nghĩa vụ quy định tại các điểm a, b và i
khoản 2 Điều 6 của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D54__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,54,Giao kết hợp đồng lao động sau khi xuất cảnh,2,,"Điều 54. Giao kết hợp đồng lao động sau khi xuất cảnh
2. Chính phủ quy định chi tiết Điều này.
Mục 3
BẢO LÃNH CHO NGƯỜI LAO ĐỘNG VIỆT NAM
ĐI LÀM VIỆC Ở NƯỚC NGOÀI THEO HỢP ĐỒNG",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D55__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,55,Điều kiện của bên bảo lãnh,1,,"Điều 55. Điều kiện của bên bảo lãnh
1. Cá nhân có năng lực hành vi dân sự, tổ chức có năng lực pháp luật dân sự.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D55__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,55,Điều kiện của bên bảo lãnh,2,,"Điều 55. Điều kiện của bên bảo lãnh
2. Có khả năng về kinh tế để bảo đảm thực hiện việc bảo lãnh theo quy định
của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D56__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,56,"Trường hợp, phạm vi bảo lãnh",1,,"Điều 56. Trường hợp, phạm vi bảo lãnh
1. Việc bảo lãnh được thực hiện trong trường hợp người lao động không đủ
tiền ký quỹ theo quy định tại Điều 25 của Luật này hoặc để thực hiện các biện pháp
bảo đảm đã thỏa thuận quy định tại điểm c khoản 1 Điều 43 của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D56__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,56,"Trường hợp, phạm vi bảo lãnh",2,,"Điều 56. Trường hợp, phạm vi bảo lãnh
2. Bên bảo lãnh thỏa thuận với doanh nghiệp dịch vụ, đơn vị sự nghiệp về
trách nhiệm bảo lãnh một phần hoặc toàn bộ nghĩa vụ của người lao động.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D56__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,56,"Trường hợp, phạm vi bảo lãnh",3,,"Điều 56. Trường hợp, phạm vi bảo lãnh
3. Việc bảo lãnh được thực hiện theo quy định của Bộ luật Dân sự.
Trường hợp bên bảo lãnh không thực hiện đúng nghĩa vụ bảo lãnh thì doanh nghiệp
dịch vụ, đơn vị sự nghiệp có quyền yêu cầu bên bảo lãnh thanh toán giá trị nghĩa vụ
vi phạm và bồi thường thiệt hại.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D57,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,57,Thời hạn thực hiện nghĩa vụ bảo lãnh,,,"Điều 57. Thời hạn thực hiện nghĩa vụ bảo lãnh
Thời hạn thực hiện nghĩa vụ bảo lãnh do bên bảo lãnh và doanh nghiệp
dịch vụ, đơn vị sự nghiệp thỏa thuận; nếu không thỏa thuận được thì bên bảo lãnh
phải thực hiện nghĩa vụ bảo lãnh trong một thời hạn hợp lý do doanh nghiệp
dịch vụ, đơn vị sự nghiệp ấn định tính từ thời điểm bên bảo lãnh nhận được
thông báo của doanh nghiệp dịch vụ, đơn vị sự nghiệp về việc thực hiện nghĩa vụ
thay cho người lao động.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D58__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,58,Hợp đồng bảo lãnh,1,,"Điều 58. Hợp đồng bảo lãnh
1. Hợp đồng bảo lãnh phải được lập thành văn bản.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D58__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,58,Hợp đồng bảo lãnh,2,"a, b, c","Điều 58. Hợp đồng bảo lãnh
2. Hợp đồng bảo lãnh phải có những nội dung chính sau đây:
a) Phạm vi bảo lãnh;
b) Quyền, nghĩa vụ của các bên;
c) Chấm dứt bảo lãnh.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D58__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,58,Hợp đồng bảo lãnh,3,,"Điều 58. Hợp đồng bảo lãnh
3. Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định chi tiết nội
dung hợp đồng bảo lãnh và việc thanh lý hợp đồng bảo lãnh cho người lao động
Việt Nam đi làm việc ở nước ngoài theo hợp đồng.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D59__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,59,Biện pháp bảo đảm thực hiện nghĩa vụ bảo lãnh,1,,"Điều 59. Biện pháp bảo đảm thực hiện nghĩa vụ bảo lãnh
1. Doanh nghiệp dịch vụ, đơn vị sự nghiệp có thể thỏa thuận với bên
bảo lãnh về việc sử dụng biện pháp bảo đảm bằng tài sản để thực hiện nghĩa vụ
bảo lãnh.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D59__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,59,Biện pháp bảo đảm thực hiện nghĩa vụ bảo lãnh,2,,"Điều 59. Biện pháp bảo đảm thực hiện nghĩa vụ bảo lãnh
2. Việc sử dụng biện pháp bảo đảm bằng tài sản được lập thành văn bản
riêng hoặc ghi trong hợp đồng bảo lãnh.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D59__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,59,Biện pháp bảo đảm thực hiện nghĩa vụ bảo lãnh,3,,"Điều 59. Biện pháp bảo đảm thực hiện nghĩa vụ bảo lãnh
3. Việc xác lập, thực hiện biện pháp bảo đảm bằng tài sản để thực hiện
nghĩa vụ bảo lãnh được thực hiện theo quy định của pháp luật về dân sự.
Mục 4
HỖ TRỢ NGƯỜI LAO ĐỘNG SAU KHI VỀ NƯỚC",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D60__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,60,Hỗ trợ tạo việc làm và khởi nghiệp,1,,"Điều 60. Hỗ trợ tạo việc làm và khởi nghiệp
1. Bộ Lao động - Thương binh và Xã hội phối hợp với các Bộ, ngành
hướng dẫn Ủy ban nhân dân cấp tỉnh thực hiện chính sách hỗ trợ người lao động
tạo việc làm và khởi nghiệp; kết nối Hệ thống cơ sở dữ liệu về người lao động
Việt Nam đi làm việc ở nước ngoài theo hợp đồng với Cơ sở dữ liệu thị trường

lao động để người sử dụng lao động, người lao động tiếp cận, khai thác, sử dụng
thông tin và tìm kiếm việc làm phù hợp.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D60__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,60,Hỗ trợ tạo việc làm và khởi nghiệp,2,,"Điều 60. Hỗ trợ tạo việc làm và khởi nghiệp
2. Ủy ban nhân dân cấp tỉnh căn cứ điều kiện kinh tế - xã hội và khả năng
ngân sách của địa phương trình Hội đồng nhân dân cùng cấp ban hành chính sách
hỗ trợ người lao động của địa phương; tổ chức các khóa đào tạo, tập huấn để người
lao động có thể sử dụng kiến thức, kỹ năng, kinh nghiệm, trình độ nghề nghiệp.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D60__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,60,Hỗ trợ tạo việc làm và khởi nghiệp,3,,"Điều 60. Hỗ trợ tạo việc làm và khởi nghiệp
3. Trung tâm dịch vụ việc làm cung cấp đầy đủ thông tin về thị trường lao động,
nhu cầu tuyển dụng của người sử dụng lao động để người lao động lựa chọn việc làm
phù hợp với kiến thức, kỹ năng, kinh nghiệm, trình độ nghề nghiệp được tích lũy
sau quá trình làm việc ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D60__K4,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,60,Hỗ trợ tạo việc làm và khởi nghiệp,4,,"Điều 60. Hỗ trợ tạo việc làm và khởi nghiệp
4. Doanh nghiệp dịch vụ hỗ trợ giới thiệu việc làm cho người lao động
sau khi về nước.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D61,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương III,61,Hỗ trợ hòa nhập xã hội,,,"Điều 61. Hỗ trợ hòa nhập xã hội
Khuyến khích tổ chức, cá nhân tham gia thực hiện hỗ trợ người lao động sau
khi về nước tiếp cận dịch vụ tư vấn tâm lý xã hội tự nguyện nhằm hòa nhập xã hội.
Chương IV
BỒI DƯỠNG KỸ NĂNG NGHỀ, NGOẠI NGỮ,
GIÁO DỤC ĐỊNH HƯỚNG CHO NGƯỜI LAO ĐỘNG",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D62,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương IV,62,"Mục đích bồi dưỡng kỹ năng nghề, ngoại ngữ, giáo dục định hướng",,,"Điều 62. Mục đích bồi dưỡng kỹ năng nghề, ngoại ngữ, giáo dục định hướng
Bồi dưỡng kỹ năng nghề, ngoại ngữ, giáo dục định hướng cho người lao động
trước khi đi làm việc ở nước ngoài để có kỹ năng nghề, ngoại ngữ, kiến thức cơ bản
về pháp luật và kiến thức cần thiết khác phù hợp với yêu cầu của thị trường
lao động ngoài nước.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D63,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương IV,63,"Bồi dưỡng kỹ năng nghề, ngoại ngữ",,,"Điều 63. Bồi dưỡng kỹ năng nghề, ngoại ngữ
Khi sơ tuyển, tuyển chọn, nếu người lao động chưa đáp ứng điều kiện về
kỹ năng nghề, ngoại ngữ theo yêu cầu của bên nước ngoài tiếp nhận lao động thì
doanh nghiệp dịch vụ, đơn vị sự nghiệp có thể thỏa thuận với người lao động về
việc bồi dưỡng kỹ năng nghề, ngoại ngữ cho người lao động.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D64,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương IV,64,Hỗ trợ đối với cơ sở giáo dục nghề nghiệp,,,"Điều 64. Hỗ trợ đối với cơ sở giáo dục nghề nghiệp
Nhà nước có chính sách hỗ trợ đầu tư cho cơ sở giáo dục nghề nghiệp
tham gia vào việc bồi dưỡng, nâng cao trình độ kỹ năng nghề, ngoại ngữ cho
người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng để đáp ứng
yêu cầu của bên nước ngoài tiếp nhận lao động và phù hợp với quy định của
Luật Giáo dục nghề nghiệp.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D65__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương IV,65,Giáo dục định hướng,1,"a, b, c, d, đ, e, g, h, i, k, l, m","Điều 65. Giáo dục định hướng
1. Nội dung giáo dục định hướng bao gồm:
a) Truyền thống, bản sắc văn hóa của dân tộc Việt Nam;

b) Kiến thức cơ bản về pháp luật Việt Nam và pháp luật nước tiếp nhận
c) Nội dung cơ bản của các loại hợp đồng liên quan đến việc người lao
động Việt Nam đi làm việc ở nước ngoài theo hợp đồng;
d) Kỹ năng chi tiêu, tiết kiệm, gửi tiền về nước trong thời gian làm việc ở
nước ngoài;
đ) Kỷ luật lao động, an toàn và vệ sinh lao động;
e) Phong tục tập quán, văn hóa của nước tiếp nhận lao động;
g) Cách thức ứng xử trong lao động và đời sống;
h) Sử dụng các phương tiện thông tin liên lạc, giao thông, mua bán; sử dụng
các dụng cụ, thiết bị phục vụ sinh hoạt đời sống hằng ngày;
i) Kiến thức cơ bản về cưỡng bức lao động, phòng, chống buôn bán người,
bình đẳng giới, lạm dụng tình dục, bạo lực giới và các kỹ năng phòng ngừa;
k) Nội dung cơ bản về bảo hộ công dân, bảo vệ quyền và lợi ích hợp pháp,
chính đáng và những vấn đề cần phòng ngừa trong thời gian làm việc ở nước ngoài;
l) Định hướng về việc tiếp cận cơ hội việc làm sau khi về nước;
m) Thông tin về các địa chỉ và đường dây nóng hỗ trợ người lao động khi
gặp khó khăn trong thời gian làm việc ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D65__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương IV,65,Giáo dục định hướng,2,,"Điều 65. Giáo dục định hướng
2. Doanh nghiệp, đơn vị sự nghiệp, tổ chức, cá nhân Việt Nam đưa người
lao động đi làm việc ở nước ngoài có trách nhiệm tổ chức giáo dục định hướng
để người lao động được cấp giấy chứng nhận hoàn thành khóa học giáo dục định
hướng trước khi đi làm việc ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D65__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương IV,65,Giáo dục định hướng,3,,"Điều 65. Giáo dục định hướng
3. Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định về chương trình,
nội dung, thời lượng giáo dục định hướng, mẫu và thời hạn của giấy chứng nhận
hoàn thành khóa học giáo dục định hướng.
Chương V
QUỸ HỖ TRỢ VIỆC LÀM NGOÀI NƯỚC",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D66__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương V,66,Quỹ Hỗ trợ việc làm ngoài nước,1,,"Điều 66. Quỹ Hỗ trợ việc làm ngoài nước
1. Quỹ Hỗ trợ việc làm ngoài nước là quỹ tài chính nhà nước ngoài
ngân sách thuộc Bộ Lao động - Thương binh và Xã hội nhằm hỗ trợ phát triển,
ổn định và mở rộng thị trường; phòng ngừa, giảm thiểu và khắc phục rủi ro
đối với người lao động và doanh nghiệp; bảo hộ quyền và lợi ích hợp pháp của
người lao động.
Quỹ hoạt động không vì mục đích lợi nhuận, có tư cách pháp nhân,
được hạch toán độc lập.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D66__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương V,66,Quỹ Hỗ trợ việc làm ngoài nước,2,,"Điều 66. Quỹ Hỗ trợ việc làm ngoài nước
2. Quỹ Hỗ trợ việc làm ngoài nước thực hiện chế độ kế toán, kiểm toán
và công khai kết quả hoạt động hằng năm, kết quả kiểm toán theo quy định của
pháp luật trên Cổng thông tin điện tử của Bộ Lao động - Thương binh và Xã hội.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D66__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương V,66,Quỹ Hỗ trợ việc làm ngoài nước,3,,"Điều 66. Quỹ Hỗ trợ việc làm ngoài nước
3. Thủ tướng Chính phủ quyết định thành lập Quỹ Hỗ trợ việc làm
ngoài nước; quy định về tổ chức hoạt động của Quỹ, việc quản lý và sử dụng Quỹ,
mức đóng góp vào Quỹ của doanh nghiệp, người lao động, nội dung chi, mức
chi đối với các nhiệm vụ quy định tại Điều 67 của Luật này.",con_hieu_luc,2022-01-01,,,,,
