provision_id,van_ban,doc_code,chuong,dieu,tieu_de_dieu,khoan,diem,noi_dung,hieu_luc,ngay_hieu_luc,ngay_het_hieu_luc,thay_the_boi,thay_the_cho,van_ban_sua_doi,ghi_chu
45_2019_QH14__D96__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,96,Hình thức trả lương,1,,"Điều 96. Hình thức trả lương
1. Người sử dụng lao động và người lao động thỏa thuận về hình thức trả lương theo thời gian,
sản phẩm hoặc khoán.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D96__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,96,Hình thức trả lương,2,,"Điều 96. Hình thức trả lương
2. Lương được trả bằng tiền mặt hoặc trả qua tài khoản cá nhân của người lao động được mở tại
ngân hàng.
Trường hợp trả lương qua tài khoản cá nhân của người lao động được mở tại ngân hàng thì người
sử dụng lao động phải trả các loại phí liên quan đến việc mở tài khoản và chuyển tiền lương.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D97__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,97,Kỳ hạn trả lương,1,,"Điều 97. Kỳ hạn trả lương
1. Người lao động hưởng lương theo giờ, ngày, tuần thì được trả lương sau giờ, ngày, tuần làm
việc hoặc được trả gộp do hai bên thỏa thuận nhưng không quá 15 ngày phải được trả gộp một lần.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D97__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,97,Kỳ hạn trả lương,2,,"Điều 97. Kỳ hạn trả lương
2. Người lao động hưởng lương theo tháng được trả một tháng một lần hoặc nửa tháng một lần.
Thời điểm trả lương do hai bên thỏa thuận và phải được ấn định vào một thời điểm có tính chu kỳ.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D97__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,97,Kỳ hạn trả lương,3,,"Điều 97. Kỳ hạn trả lương
3. Người lao động hưởng lương theo sản phẩm, theo khoán được trả lương theo thỏa thuận của
hai bên; nếu công việc phải làm trong nhiều tháng thì hằng tháng được tạm ứng tiền lương theo khối lượng
công việc đã làm trong tháng.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D97__K4,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,97,Kỳ hạn trả lương,4,,"Điều 97. Kỳ hạn trả lương
4. Trường hợp vì lý do bất khả kháng mà người sử dụng lao động đã tìm mọi biện pháp khắc phục
nhưng không thể trả lương đúng hạn thì không được chậm quá 30 ngày; nếu trả lương chậm từ 15 ngày
trở lên thì người sử dụng lao động phải đền bù cho người lao động một khoản tiền ít nhất bằng số tiền lãi
của số tiền trả chậm tính theo lãi suất huy động tiền gửi có kỳ hạn 01 tháng do ngân hàng nơi người sử
dụng lao động mở tài khoản trả lương cho người lao động công bố tại thời điểm trả lương.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D98__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,98,"Tiền lương làm thêm giờ, làm việc vào ban đêm",1,"a, b, c","Điều 98. Tiền lương làm thêm giờ, làm việc vào ban đêm
1. Người lao động làm thêm giờ được trả lương tính theo đơn giá tiền lương hoặc tiền lương thực
trả theo công việc đang làm như sau:
a) Vào ngày thường, ít nhất bằng 150%;
b) Vào ngày nghỉ hằng tuần, ít nhất bằng 200%;
c) Vào ngày nghỉ lễ, tết, ngày nghỉ có hưởng lương, ít nhất bằng 300% chưa kể tiền lương ngày
lễ, tết, ngày nghỉ có hưởng lương đối với người lao động hưởng lương ngày.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D98__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,98,"Tiền lương làm thêm giờ, làm việc vào ban đêm",2,,"Điều 98. Tiền lương làm thêm giờ, làm việc vào ban đêm
2. Người lao động làm việc vào ban đêm thì được trả thêm ít nhất bằng 30% tiền lương tính theo
đơn giá tiền lương hoặc tiền lương thực trả theo công việc của ngày làm việc bình thường.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D98__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,98,"Tiền lương làm thêm giờ, làm việc vào ban đêm",3,,"Điều 98. Tiền lương làm thêm giờ, làm việc vào ban đêm
3. Người lao động làm thêm giờ vào ban đêm thì ngoài việc trả lương theo quy định tại khoản 1 và
khoản 2 Điều này, người lao động còn được trả thêm 20% tiền lương tính theo đơn giá tiền lương hoặc
tiền lương theo công việc làm vào ban ngày của ngày làm việc bình thường hoặc của ngày nghỉ hằng tuần
hoặc của ngày nghỉ lễ, tết.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D98__K4,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,98,"Tiền lương làm thêm giờ, làm việc vào ban đêm",4,,"Điều 98. Tiền lương làm thêm giờ, làm việc vào ban đêm
4. Chính phủ quy định chi tiết Điều này.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D99__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,99,Tiền lương ngừng việc,1,,"Điều 99. Tiền lương ngừng việc
1. Nếu do lỗi của người sử dụng lao động thì người lao động được trả đủ tiền lương theo hợp đồng",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D99__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,99,Tiền lương ngừng việc,2,,"Điều 99. Tiền lương ngừng việc
2. Nếu do lỗi của người lao động thì người đó không được trả lương; những người lao động khác
trong cùng đơn vị phải ngừng việc thì được trả lương theo mức do hai bên thỏa thuận nhưng không được
thấp hơn mức lương tối thiểu;",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D99__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,99,Tiền lương ngừng việc,3,"a, b","Điều 99. Tiền lương ngừng việc
3. Nếu vì sự cố về điện, nước mà không do lỗi của người sử dụng lao động hoặc do thiên tai, hỏa
hoạn, dịch bệnh nguy hiểm, địch họa, di dời địa điểm hoạt động theo yêu cầu của cơ quan nhà nước có
thẩm quyền hoặc vì lý do kinh tế thì hai bên thỏa thuận về tiền lương ngừng việc như sau:
a) Trường hợp ngừng việc từ 14 ngày làm việc trở xuống thì tiền lương ngừng việc được thỏa
thuận không thấp hơn mức lương tối thiểu;
b) Trường hợp phải ngừng việc trên 14 ngày làm việc thì tiền lương ngừng việc do hai bên thỏa
thuận nhưng phải bảo đảm tiền lương ngừng việc trong 14 ngày đầu tiên không thấp hơn mức lương tối
thiểu.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D100__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,100,Trả lương thông qua người cai thầu,1,,"Điều 100. Trả lương thông qua người cai thầu
1. Nơi nào sử dụng người cai thầu hoặc người có vai trò trung gian tương tự thì người sử dụng
lao động là chủ chính phải có danh sách và địa chỉ của những người này kèm theo danh sách những người
lao động làm việc với họ và phải bảo đảm việc họ tuân thủ quy định của pháp luật về trả lương, an toàn,
vệ sinh lao động.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D100__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,100,Trả lương thông qua người cai thầu,2,,"Điều 100. Trả lương thông qua người cai thầu
2. Trường hợp người cai thầu hoặc người có vai trò trung gian tương tự không trả lương hoặc trả
lương không đầy đủ và không bảo đảm các quyền lợi khác cho người lao động thì người sử dụng lao động
là chủ chính phải chịu trách nhiệm trả lương và bảo đảm các quyền lợi cho người lao động.
Trong trường hợp này, người sử dụng lao động là chủ chính có quyền yêu cầu người cai thầu
hoặc người có vai trò trung gian tương tự đền bù hoặc yêu cầu cơ quan nhà nước có thẩm quyền giải
quyết tranh chấp theo quy định của pháp luật.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D101__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,101,Tạm ứng tiền lương,1,,"Điều 101. Tạm ứng tiền lương
1. Người lao động được tạm ứng tiền lương theo điều kiện do hai bên thỏa thuận và không bị tính
lãi.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D101__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,101,Tạm ứng tiền lương,2,,"Điều 101. Tạm ứng tiền lương
2. Người sử dụng lao động phải cho người lao động tạm ứng tiền lương tương ứng với số ngày
người lao động tạm thời nghỉ việc để thực hiện nghĩa vụ công dân từ 01 tuần trở lên nhưng tối đa không
quá 01 tháng tiền lương theo hợp đồng lao động và người lao động phải hoàn trả số tiền đã tạm ứng.
Người lao động nhập ngũ theo quy định của Luật Nghĩa vụ quân sự thì không được tạm ứng tiền
lương.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D101__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,101,Tạm ứng tiền lương,3,,"Điều 101. Tạm ứng tiền lương
3. Khi nghỉ hằng năm, người lao động được tạm ứng một khoản tiền ít nhất bằng tiền lương của
những ngày nghỉ.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D102__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,102,Khấu trừ tiền lương,1,,"Điều 102. Khấu trừ tiền lương
1. Người sử dụng lao động chỉ được khấu trừ tiền lương của người lao động để bồi thường thiệt
hại do làm hư hỏng dụng cụ, thiết bị, tài sản của người sử dụng lao động theo quy định tại Điều 129 của
Bộ luật này.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D102__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,102,Khấu trừ tiền lương,2,,"Điều 102. Khấu trừ tiền lương
2. Người lao động có quyền được biết lý do khấu trừ tiền lương của mình.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D102__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,102,Khấu trừ tiền lương,3,,"Điều 102. Khấu trừ tiền lương
3. Mức khấu trừ tiền lương hằng tháng không được quá 30% tiền lương thực trả hằng tháng của
người lao động sau khi trích nộp các khoản bảo hiểm xã hội bắt buộc, bảo hiểm y tế, bảo hiểm thất nghiệp,
thuế thu nhập cá nhân.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D103,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,103,"Chế độ nâng lương, nâng bậc, phụ cấp, trợ cấp",,,"Điều 103. Chế độ nâng lương, nâng bậc, phụ cấp, trợ cấp
Chế độ nâng lương, nâng bậc, phụ cấp, trợ cấp và các chế độ khuyến khích đối với người lao
động được thỏa thuận trong hợp đồng lao động, thỏa ước lao động tập thể hoặc quy định của người sử
dụng lao động.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D104__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,104,Thưởng,1,,"Điều 104. Thưởng
1. Thưởng là số tiền hoặc tài sản hoặc bằng các hình thức khác mà người sử dụng lao động
thưởng cho người lao động căn cứ vào kết quả sản xuất, kinh doanh, mức độ hoàn thành công việc của",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D104__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,104,Thưởng,2,,"Điều 104. Thưởng
2. Quy chế thưởng do người sử dụng lao động quyết định và công bố công khai tại nơi làm việc
sau khi tham khảo ý kiến của tổ chức đại diện người lao động tại cơ sở đối với nơi có tổ chức đại diện
người lao động tại cơ sở.
Chương VII
THỜI GIỜ LÀM VIỆC, THỜI GIỜ NGHỈ NGƠI
Mục 1. THỜI GIỜ LÀM VIỆC",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D105__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VII,105,Thời giờ làm việc bình thường,1,,"Điều 105. Thời giờ làm việc bình thường
1. Thời giờ làm việc bình thường không quá 08 giờ trong 01 ngày và không quá 48 giờ trong 01
tuần.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
